DATETIME,LOAD,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR,Hour,Minute,DayOfWeek,Month,Is_Weekend,Is_Peak,Load_48h_Ago,Load_1w_Ago,Temp_48h_Ago,Regime,Naive_Forecast,Raw_Forecast,Forecast,Optimized_Penalty,Abs_Deviation
2021-05-08 13:45:00,1358.121392,49.99658838,68.32,0,35.17,8.17,13,45,5,5,1,0,1430.495964,1209.868348,35.49,2,1209.868348,1361.2019200065429,1339.0223885658945,76.39601373642199,19.099003434105498
2021-05-08 14:00:00,1376.293268,49.69545529,67.98,0,35.14,8.14,14,0,5,5,1,0,1450.003044,1218.284644,35.38,2,1218.284644,1368.063542299347,1345.7722070438936,122.08424382442536,30.52106095610634
2021-05-08 14:15:00,1402.518304,50.2999794,67.97,0,35.31,8.31,14,15,5,5,1,0,1474.987032,1230.490448,35.41,2,1230.490448,1366.1339504839536,1343.8740561497243,234.57699140110253,58.64424785027563
2021-05-08 14:30:00,1420.145036,49.58670897,68.04,0,35.1,8.1,14,30,5,5,1,0,1499.083072,1242.460696,35.4,2,1242.460696,1362.6775845674986,1340.4740085321105,318.68410987155767,79.67102746788942
2021-05-08 14:45:00,1442.440836,50.31011113,67.12,0,35.45,8.45,14,45,5,5,1,0,1518.439592,1261.33934,35.24,2,1261.33934,1370.2996792588347,1347.9719082114023,377.87571115439096,94.46892778859774
2021-05-08 15:00:00,1454.243836,50.32104482,66.16,0,35.61,8.61,15,0,5,5,1,0,1531.032812,1270.410532,35.34,2,1270.410532,1373.882268384068,1351.4961223468754,410.9908546124989,102.74771365312472
2021-05-08 15:15:00,1464.197036,50.38578306,66.21,0,35.62,8.62,15,15,5,5,1,0,1539.460992,1269.531964,35.44,2,1269.531964,1374.0335444685873,1351.6449335269424,450.2084098922305,112.55210247305763
2021-05-08 15:30:00,1457.925688,49.37971559,66.67,0,35.26,8.26,15,30,5,5,1,0,1538.532516,1262.211128,34.92,2,1262.211128,1373.9217606483583,1351.5349711210965,425.562867515614,106.3907168789035
2021-05-08 15:45:00,1449.946988,49.91597264,67.49,0,35.28,8.28,15,45,5,5,1,0,1530.193992,1249.063156,34.74,2,1249.063156,1364.3789945286828,1342.1476955851995,431.1971696592018,107.79929241480045
2021-05-08 16:00:00,1434.970236,49.38280727,68.63,0,34.95,7.95,16,0,5,5,1,0,1516.97778,1235.076308,34.48,2,1235.076308,1345.1734872539528,1323.255124360715,446.8604465571407,111.71511163928517
2021-05-08 16:15:00,1422.0959,49.47338311,68.92,0,34.93,7.93,16,15,5,5,1,0,1499.967292,1221.622116,34.48,2,1221.622116,1340.5102806062864,1318.6679003699462,413.7119985202153,103.42799963005382
2021-05-08 16:30:00,1403.607632,50.33778529,69.23,0,35.12,8.12,16,30,5,5,1,0,1474.76086,1198.971296,34.27,2,1198.971296,1346.9811552033261,1325.033338025953,314.2971758961876,78.5742939740469
2021-05-08 16:45:00,1382.116664,49.82235477,71.1,0,34.69,7.69,16,45,5,5,1,0,1454.490424,1179.498288,34.28,2,1179.498288,1350.1617832505929,1328.162140668966,215.8180933241356,53.9545233310339
2021-05-08 17:00:00,1359.271584,49.93717522,71.37,0,34.68,7.68,17,0,5,5,1,0,1427.696396,1161.240424,33.58,2,1161.240424,1312.267050108795,1290.8848672976844,273.5468668092626,68.38671670231565
2021-05-08 17:15:00,1337.134636,50.21581181,70.88,0,34.83,7.83,17,15,5,5,1,0,1399.825848,1145.783852,33.56,2,1145.783852,1316.0686818158144,1294.6245549178402,170.04032432863914,42.510081082159786
2021-05-08 17:30:00,1309.814724,48.87124888,72.45,0,34.23,7.23,17,30,5,5,1,0,1372.709716,1134.498252,33.24,2,1134.498252,1315.0468646373793,1293.6193873090997,64.7813467636015,16.195336690900376
2021-05-08 17:45:00,1286.919408,49.07771679,73.45,0,34.14,7.14,17,45,5,5,1,0,1345.848192,1122.6788,32.9,2,1122.6788,1315.0468646373793,1293.6193873090997,13.399958618199435,6.699979309099717
2021-05-08 18:00:00,1266.114588,46.85110168,75.42,0,33.26,6.26,18,0,5,5,1,1,1319.014408,1109.620076,32.84,2,1109.620076,1289.4282653144382,1287.4444927559896,42.65980951197935,21.329904755989674
2021-05-08 18:15:00,1251.218724,46.45708656,76.26,0,33.04,6.04,18,15,5,5,1,1,1292.884564,1106.151284,32.72,2,1106.151284,1291.482559403426,1289.4956263339584,76.55380466791667,38.27690233395833
2021-05-08 18:30:00,1245.39594,45.7825218,76.83,0,32.78,5.78,18,30,5,5,1,1,1271.951948,1102.827164,32.12,2,1102.827164,1288.5965673506075,1286.6140743512021,82.43626870240405,41.218134351202025
2021-05-08 18:45:00,1246.613724,45.25511513,77.57,0,32.54,5.54,18,45,5,5,1,1,1265.58154,1110.453744,32.04,2,1110.453744,1288.127173749166,1286.145402907147,79.0633578142938,39.5316789071469
2021-05-08 19:00:00,1257.551656,44.24310822,79.03,0,32.08,5.08,19,0,5,5,1,1,1273.3901,1133.6574,31.6,2,1133.6574,1298.5606787459146,1296.5628560602545,78.02240012050879,39.011200060254396
2021-05-08 19:15:00,1284.865908,43.58657685,80.2,0,31.76,4.76,19,15,5,5,1,1,1299.146068,1170.839116,31.46,2,1170.839116,1298.666007583815,1296.6680228507855,23.604229701571057,11.802114850785529
2021-05-08 19:30:00,1314.654844,42.96020332,80.95,0,31.5,4.5,19,30,5,5,1,1,1327.616724,1211.640736,31.0,2,1211.640736,1303.8168160610985,1301.810906860469,77.06362283718545,12.843937139530908
2021-05-08 19:45:00,1343.204156,42.73887472,81.02,0,31.43,4.43,19,45,5,5,1,1,1348.157696,1244.174112,30.95,2,1244.174112,1312.1796890685282,1310.160913670974,198.25945397415626,33.04324232902604
2021-05-08 20:00:00,1356.218056,41.97989826,81.62,0,31.15,4.15,20,0,5,5,1,1,1357.973332,1262.17868,30.76,2,1262.17868,1333.2035488636561,1331.1524284669608,150.39376519823463,25.065627533039105
2021-05-08 20:15:00,1363.166964,41.92335082,82.13,0,31.08,4.08,20,15,5,5,1,1,1360.851148,1272.029372,30.7,2,1272.029372,1330.7994196631198,1328.7519979952822,206.48979602830696,34.414966004717826
2021-05-08 20:30:00,1370.489144,41.39685807,82.42,0,30.9,3.9,20,30,5,5,1,1,1365.667888,1277.381756,30.59,2,1277.381756,1328.0489425321766,1326.0057524460422,266.90034932374647,44.483391553957745
2021-05-08 20:45:00,1380.530504,41.46044191,82.89,0,30.87,3.87,20,45,5,5,1,1,1375.605832,1282.62588,30.53,2,1282.62588,1327.9269558277742,1325.8839534169708,327.87930349817543,54.64655058302924
2021-05-08 21:00:00,1393.402612,41.30597705,82.95,0,30.82,3.82,21,0,5,5,1,1,1386.743772,1289.27146,30.45,2,1289.27146,1328.2104832340688,1326.1670446191715,403.4134042849714,67.23556738082857
2021-05-08 21:15:00,1409.490728,41.09937861,83.06,0,30.75,3.75,21,15,5,5,1,1,1398.827808,1301.08458,30.4,2,1301.08458,1336.700818907891,1334.6443179960247,449.0784600238517,74.84641000397528
2021-05-08 21:30:00,1427.339788,40.82170621,83.57,0,30.62,3.62,21,30,5,5,1,1,1414.34206,1310.915436,30.31,2,1310.915436,1337.416290240174,1335.3586885827808,551.8865965033151,91.98109941721918
2021-05-08 21:45:00,1442.727684,40.55863466,83.31,0,30.57,3.57,21,45,5,5,1,1,1429.761604,1329.915864,30.24,2,1329.915864,1341.714915746688,1339.6507006967172,618.4618998196966,103.07698330328276
2021-05-08 22:00:00,1460.869284,40.37247542,83.58,0,30.49,3.49,22,0,5,5,1,0,1448.1449,1349.193156,30.23,2,1349.193156,1388.411975049734,1365.7890808261936,380.32081269522587,95.08020317380647
2021-05-08 22:15:00,1479.1622,41.28935229,84.0,0,30.71,3.71,22,15,5,5,1,0,1469.129784,1367.58704,30.19,2,1367.58704,1386.7211910208941,1364.1258465656695,460.1454137373221,115.03635343433052
2021-05-08 22:30:00,1502.440452,41.25758784,83.91,0,30.71,3.71,22,30,5,5,1,0,1493.02608,1391.676876,30.15,2,1391.676876,1397.711240345853,1374.9368231601577,510.0145153593694,127.50362883984235
2021-05-08 22:45:00,1525.97184,40.94419091,83.62,0,30.65,3.65,22,45,5,5,1,0,1523.395232,1423.538892,30.08,2,1423.538892,1414.6606762471624,1391.6100836161133,537.4470255355463,134.3617563838866
2021-05-08 23:00:00,1552.380004,40.26076054,83.66,0,30.45,3.45,23,0,5,5,1,0,1552.825304,1448.628844,29.9,2,1448.628844,1483.7392617727476,1459.5630972210147,371.26762711594165,92.81690677898541
2021-05-08 23:15:00,1573.10176,40.29994235,83.57,0,30.47,3.47,23,15,5,5,1,0,1575.879792,1470.045324,29.86,2,1470.045324,1490.5002285562248,1466.213900278494,427.5514388860238,106.88785972150595
2021-05-08 23:30:00,1589.630448,40.149078,83.74,0,30.41,3.41,23,30,5,5,1,0,1590.117,1479.409392,29.8,2,1479.409392,1500.292077010815,1475.8461995820962,455.1369936716146,113.78424841790365
2021-05-08 23:45:00,1602.833272,40.61139748,84.29,0,30.49,3.49,23,45,5,5,1,0,1596.21022,1498.842868,29.75,2,1498.842868,1507.1345916891976,1482.5772217866497,481.02420085340145,120.25605021335036
2021-05-09 00:00:00,1604.70674,40.21484689,83.73,0,30.43,3.43,0,0,6,5,1,0,1591.536596,1523.994108,29.74,2,1523.994108,1525.679698371504,1500.8201530380484,415.5463478478068,103.8865869619517
2021-05-09 00:15:00,1590.961708,40.16068343,83.88,0,30.4,3.4,0,15,6,5,1,0,1576.94172,1520.553816,29.7,2,1520.553816,1509.4817005192383,1484.8860866403006,424.3024854387977,106.07562135969943
2021-05-09 00:30:00,1574.004548,39.75203694,84.0,0,30.27,3.27,0,30,6,5,1,0,1556.878448,1506.071992,29.62,2,1506.071992,1489.8359865776433,1465.5604815110994,433.77626595560287,108.44406648890072
2021-05-09 00:45:00,1549.612004,39.27736863,83.25,0,30.2,3.2,0,45,6,5,1,0,1531.770668,1479.074956,29.6,2,1479.074956,1483.8978879710216,1459.7191387515036,359.57146099398597,89.89286524849649
2021-05-09 01:00:00,1526.017244,38.62471915,82.96,0,30.03,3.03,1,0,6,5,1,0,1498.076592,1450.30396,29.56,2,1450.30396,1441.731006365026,1418.2393276400378,431.11166543984837,107.77791635996209
2021-05-09 01:15:00,1497.659548,38.63937263,83.34,0,30.0,3.0,1,15,6,5,1,0,1465.7513,1418.561156,29.49,2,1418.561156,1432.4185481947468,1409.0786073976456,354.3237624094181,88.58094060235453
2021-05-09 01:30:00,1468.311136,38.4746842,83.34,0,29.95,2.95,1,30,6,5,1,0,1436.646852,1386.217592,29.44,2,1386.217592,1429.6592976604436,1406.3643163091665,247.78727876333414,61.946819690833536
2021-05-09 01:45:00,1442.458496,38.59976208,83.54,0,29.97,2.97,1,45,6,5,1,0,1408.192772,1359.770356,29.36,2,1359.770356,1413.760915181615,1390.7249833283308,206.93405068667653,51.73351267166913
2021-05-09 02:00:00,1417.878176,38.36318387,83.52,0,29.9,2.9,2,0,6,5,1,0,1383.768608,1335.916924,29.27,2,1335.916924,1346.835779707268,1324.8903312896932,371.95137884122687,92.98784471030672
2021-05-09 02:15:00,1393.392516,38.45201065,84.05,0,29.88,2.88,2,15,6,5,1,0,1356.14942,1312.444528,29.18,2,1312.444528,1314.0393213574362,1292.6282610188237,403.05701992470495,100.76425498117624
2021-05-09 02:30:00,1366.146888,38.24793465,84.26,0,29.8,2.8,2,30,6,5,1,0,1335.046224,1291.936308,29.13,2,1291.936308,1283.9650726757025,1263.0440445170234,412.4113739319064,103.1028434829766
2021-05-09 02:45:00,1338.035084,38.08739623,84.16,0,29.76,2.76,2,45,6,5,1,0,1315.671508,1271.267092,29.16,2,1271.267092,1279.490260710558,1258.642145490961,317.57175403615656,79.39293850903914
2021-05-09 03:00:00,1318.97112,37.71686628,83.77,0,29.68,2.68,3,0,6,5,1,0,1294.2021,1252.150596,29.15,2,1252.150596,1230.8390364278725,1210.7836480937906,432.74988762483736,108.18747190620934
2021-05-09 03:15:00,1300.591508,37.26812381,83.3,0,29.58,2.58,3,15,6,5,1,0,1276.786688,1233.959724,29.27,2,1233.959724,1231.5189435219127,1211.452476728017,356.55612508793183,89.13903127198296
2021-05-09 03:30:00,1279.335952,37.58486328,83.76,0,29.64,2.64,3,30,6,5,1,0,1259.015584,1217.880548,29.33,2,1217.880548,1226.4778861912532,1206.4935587830844,291.3695728676621,72.84239321691553
2021-05-09 03:45:00,1261.733976,37.36253758,83.77,0,29.57,2.57,3,45,6,5,1,0,1243.09968,1200.87508,29.28,2,1200.87508,1230.1330863445362,1210.0892008167893,206.57910073284256,51.64477518321064
2021-05-09 04:00:00,1244.425276,37.09633976,83.85,0,29.48,2.48,4,0,6,5,1,0,1227.96474,1183.91314,29.25,2,1183.91314,1178.3992888490016,1159.1983578978181,340.9076724087272,85.2269181021818
2021-05-09 04:15:00,1227.30698,36.82969635,83.8,0,29.4,2.4,4,15,6,5,1,0,1213.268168,1168.788028,29.31,2,1168.788028,1175.7703073924604,1156.6122132724738,282.77906691010503,70.69476672752626
2021-05-09 04:30:00,1218.426568,37.08352031,84.41,0,29.43,2.43,4,30,6,5,1,0,1205.401468,1160.661672,29.28,2,1160.661672,1170.7538295280483,1151.677474294027,266.99637482389244,66.74909370597311
2021-05-09 04:45:00,1214.866136,36.87248404,84.46,0,29.36,2.36,4,45,6,5,1,0,1204.844696,1155.698124,29.34,2,1155.698124,1159.5743250704402,1140.6801295637626,296.7440257449498,74.18600643623745
2021-05-09 05:00:00,1217.4858,36.64753635,84.83,0,29.26,2.26,5,0,6,5,1,0,1206.775764,1155.223484,29.33,2,1155.223484,1152.045571984138,1133.2740505740308,336.8469977038767,84.21174942596917
2021-05-09 05:15:00,1219.24988,36.56449601,84.88,0,29.23,2.23,5,15,6,5,1,0,1210.652376,1157.036224,29.35,2,1157.036224,1153.5688088385627,1134.7724676870141,337.90964925194385,84.47741231298596
2021-05-09 05:30:00,1213.084372,36.44018594,85.02,0,29.18,2.18,5,30,6,5,1,0,1209.750608,1155.396036,29.43,2,1155.396036,1151.0750030124564,1132.3192961297211,323.0603034811156,80.7650758702789
2021-05-09 05:45:00,1203.211948,36.43744256,84.88,0,29.19,2.19,5,45,6,5,1,0,1201.070604,1151.486856,29.46,2,1151.486856,1139.2648280250028,1120.7015570649648,330.0415637401402,82.51039093503505
2021-05-09 06:00:00,1183.967224,36.33759429,85.25,0,29.13,2.13,6,0,6,5,1,0,1182.291396,1136.4386,29.43,2,1136.4386,1079.7405190811487,1062.1471419056397,487.28032837744104,121.82008209436026
2021-05-09 06:15:00,1155.0675,36.26611378,85.48,0,29.09,2.09,6,15,6,5,1,0,1155.857484,1112.540936,29.41,2,1112.540936,1080.4248906230264,1062.8203622436386,368.9885510254462,92.24713775636155
2021-05-09 06:30:00,1131.793896,36.1151133,85.78,0,29.02,2.02,6,30,6,5,1,0,1137.779664,1092.840876,29.33,2,1092.840876,1078.8805763441464,1061.3012111434166,281.97073942633324,70.49268485658331
2021-05-09 06:45:00,1116.960832,36.38719513,85.98,0,29.09,2.09,6,45,6,5,1,0,1124.711072,1076.799632,29.22,2,1076.799632,1074.7801838183718,1057.267630736849,238.77280505260387,59.69320126315097
